DateTime,Status,Filename

10-25-2019 05:35:48,Exporting Files Started  ,

10-25-2019 05:35:48,Check Mandatory Fields : ,C:\imaging\10252019044759458-M0-S1.tif

10-25-2019 05:35:49,Check Mandatory Fields : ,C:\imaging\10252019044759458-M0-S2.tif

10-25-2019 05:35:49,Record Saved Successfully in eZFileupload table ,C:\imaging\10252019044759458-M0-S4.tif

10-25-2019 05:35:49,item id : 1,C:\imaging\10252019044759458-M0-S4.tif

10-25-2019 05:35:49,Exporting Files Completed.,

10-25-2019 05:35:49,Number of Files Exported : 1 Out Of 3,
