DateTime,Status,Filename

09-18-2021 05:29:03,Exporting Files Started  ,

09-18-2021 05:29:03,Check Mandatory Fields : ,C:\imaging\ARASU-PC09182021040000591-M0-S1.tif

09-18-2021 05:29:03,Check Mandatory Fields : ,C:\imaging\ARASU-PC09182021040000591-M0-S2.tif

09-18-2021 05:29:45,Record Saved Successfully in eZFileupload table ,C:\imaging\DCMS1109182021040000591-M0#-S4.tif

09-18-2021 05:29:45,item id : 1,C:\imaging\DCMS1109182021040000591-M0#-S4.tif

09-18-2021 05:29:45,Exporting Files Completed.,

09-18-2021 05:29:45,Number of Files Exported : 1 Out Of 3,
