DateTime,Status,Filename

08-06-2024 08:20:33,Exporting Files Started  ,

08-06-2024 08:20:34,Check Mandatory Fields : ,C:\imaging\DCMS4 -2023-03-14 (2).tif

08-06-2024 08:20:45,Record Saved Successfully in eZFileupload table ,C:\imaging\sample (1).pdf

08-06-2024 08:20:45,item id : 1,C:\imaging\sample (1).pdf

08-06-2024 08:20:45,Error From ExportPdf  System.IO.IOException: The process cannot access the file 'C:\imaging\sample (1).pdf' because it is being used by another process.
   at Microsoft.VisualBasic.FileSystem.Kill(String PathName)
   at ezofis.UserControl.ECMRightPane.ExportToEngine(String filenames) in D:\New folder (4)\ECM Capture\ezofis.LeftPane\ECMRightPane.xaml.vb:line 1917,C:\imaging\sample (1).pdf

08-06-2024 08:20:54,Record Saved Successfully in eZFileupload table ,C:\imaging\sample (2) - Copy.pdf

08-06-2024 08:20:54,item id : 1,C:\imaging\sample (2) - Copy.pdf

08-06-2024 08:21:00,Check Mandatory Fields : ,C:\imaging\singlepage1.pdf

08-06-2024 08:21:15,Exporting Files Completed.,

08-06-2024 08:21:15,Number of Files Exported : 1 Out Of 4,
