DateTime,Status,Filename

11-10-2020 01:43:07,Exporting Files Started  ,

11-10-2020 01:43:08,Record Saved Successfully in eZFileupload table ,C:\imaging\08112020115021269.tif

11-10-2020 01:43:08,item id : 1,C:\imaging\08112020115021269.tif

11-10-2020 01:43:08,Record Saved Successfully in eZFileupload table ,C:\imaging\09112020125114214.tif

11-10-2020 01:43:08,item id : 1,C:\imaging\09112020125114214.tif

11-10-2020 01:43:09,Record Saved Successfully in eZFileupload table ,C:\imaging\09112020125114509.tif

11-10-2020 01:43:09,item id : 1,C:\imaging\09112020125114509.tif

11-10-2020 01:43:09,Exporting Files Completed.,

11-10-2020 01:43:09,Number of Files Exported : 3 Out Of 3,
