DateTime,Status,Filename

11-05-2019 06:43:22,Exporting Files Started  ,

11-05-2019 06:43:23,Record Saved Successfully in eZFileupload table ,C:\imaging\img_20191030_0006#01.tif

11-05-2019 06:43:23,item id : 1,C:\imaging\img_20191030_0006#01.tif

11-05-2019 06:43:23,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#02.tif

11-05-2019 06:43:23,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#03.tif

11-05-2019 06:43:23,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#04.tif

11-05-2019 06:43:23,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#05.tif

11-05-2019 06:43:23,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#06.tif

11-05-2019 06:43:23,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#07.tif

11-05-2019 06:43:23,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#08.tif

11-05-2019 06:43:23,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#09.tif

11-05-2019 06:43:23,Exporting Files Completed.,

11-05-2019 06:43:23,Number of Files Exported : 1 Out Of 9,
