DateTime,Status,Filename

08-06-2024 05:23:29,Exporting Files Started  ,

08-06-2024 05:23:39,Check Mandatory Fields : ,C:\imaging\DCMS4 -2023-03-14 (2).tif

08-06-2024 05:23:51,Record Saved Successfully in eZFileupload table ,C:\imaging\JIO.pdf

08-06-2024 05:23:51,item id : 1,C:\imaging\JIO.pdf

08-06-2024 05:24:07,Error From ExportPdf  System.IO.IOException: The process cannot access the file 'C:\imaging\JIO.pdf' because it is being used by another process.
   at Microsoft.VisualBasic.FileSystem.Kill(String PathName)
   at ezofis.UserControl.ECMRightPane.ExportToEngine(String filenames) in D:\New folder (4)\ECM Capture\ezofis.LeftPane\ECMRightPane.xaml.vb:line 1917,C:\imaging\JIO.pdf

08-06-2024 05:24:22,Record Saved Successfully in eZFileupload table ,C:\imaging\sample (1).pdf

08-06-2024 05:24:22,item id : 1,C:\imaging\sample (1).pdf
