DateTime,Status,Filename

10-28-2021 05:58:11,Exporting Files Started  ,

10-28-2021 05:58:11,Check Mandatory Fields : ,C:\imaging\ARASU-PC09182021040345633-M0-S1.tif

10-28-2021 05:58:11,Check Mandatory Fields : ,C:\imaging\ARASU-PC09182021040345633-M0-S2.tif

10-28-2021 05:58:11,Check Mandatory Fields : ,C:\imaging\ARASU-PC09182021040345633-M0-S3.tif

10-28-2021 05:58:11,Check Mandatory Fields : ,C:\imaging\ARASU-PC09182021040345633-M0-S4.tif

10-28-2021 05:58:11,Check Mandatory Fields : ,C:\imaging\89155121.pdf

10-28-2021 05:58:11,Exporting Files Completed.,

10-28-2021 05:58:11,Number of Files Exported : 0 Out Of 5,
