DateTime,Status,Filename

10-30-2021 02:52:37,Exporting Files Started  ,

10-30-2021 02:52:37,Check Mandatory Fields : ,C:\imaging\ARASU-PC09182021040345633-M0-S1.tif

10-30-2021 02:52:37,Record Saved Successfully in eZFileupload table ,C:\imaging\ARASU-PC09182021040345633-M0-S3.tif

10-30-2021 02:52:37,item id : 1,C:\imaging\ARASU-PC09182021040345633-M0-S3.tif

10-30-2021 02:52:38,Check Mandatory Fields : ,C:\imaging\ARASU-PC09182021040345633-M0-S4.tif

10-30-2021 02:52:38,Check Mandatory Fields : ,C:\imaging\89155121.pdf

10-30-2021 02:52:38,Exporting Files Completed.,

10-30-2021 02:52:38,Number of Files Exported : 1 Out Of 4,
