DateTime,Status,Filename

10-30-2019 03:17:06,Exporting Files Started  ,

10-30-2019 03:17:26,Check Mandatory Fields : ,C:\imaging\10302019023051888-M0-S2.tif

10-30-2019 03:17:26,Check Mandatory Fields : ,C:\imaging\10302019023051888-M0-S3.tif

10-30-2019 03:17:26,Check Mandatory Fields : ,C:\imaging\10302019023051888-M0-S4.tif

10-30-2019 03:17:26,Check Mandatory Fields : ,C:\imaging\10302019023051888-M0-S5.tif

10-30-2019 03:17:26,Exporting Files Completed.,

10-30-2019 03:17:26,Number of Files Exported : 0 Out Of 5,
