DateTime,Status,Filename

08-06-2024 01:20:56,Exporting Files Started  ,

08-06-2024 01:20:58,Check Mandatory Fields : ,C:\imaging\DCMS4 -2023-03-14 (2).tif

08-06-2024 01:22:39,Record Saved Successfully in eZFileupload table ,C:\imaging\blankpage_A.pdf

08-06-2024 01:22:39,item id : 1,C:\imaging\blankpage_A.pdf

08-06-2024 01:22:44,Error From ExportPdf  System.IO.IOException: The process cannot access the file 'C:\imaging\blankpage_A.pdf' because it is being used by another process.
   at Microsoft.VisualBasic.FileSystem.Kill(String PathName)
   at ezofis.UserControl.ECMRightPane.ExportToEngine(String filenames) in D:\New folder (4)\ECM Capture\ezofis.LeftPane\ECMRightPane.xaml.vb:line 1908,C:\imaging\blankpage_A.pdf

08-06-2024 01:22:54,Record Saved Successfully in eZFileupload table ,C:\imaging\Green and White Minimalist Product Design Service Invoice_1.pdf

08-06-2024 01:22:54,item id : 1,C:\imaging\Green and White Minimalist Product Design Service Invoice_1.pdf

08-06-2024 01:22:59,Check Mandatory Fields : ,C:\imaging\manualfile.pdf

08-06-2024 01:22:59,Check Mandatory Fields : ,C:\imaging\sample (1).pdf

08-06-2024 01:23:00,Check Mandatory Fields : ,C:\imaging\singlepage1.pdf

08-06-2024 01:23:00,Exporting Files Completed.,

08-06-2024 01:23:00,Number of Files Exported : 1 Out Of 6,
