DateTime,Status,Filename

08-06-2024 06:30:29,Exporting Files Started  ,

08-06-2024 06:30:30,Check Mandatory Fields : ,C:\imaging\DCMS4 -2023-03-14 (2).tif

08-06-2024 06:30:31,Record Saved Successfully in eZFileupload table ,C:\imaging\blankpage_A.pdf

08-06-2024 06:30:32,item id : 1,C:\imaging\blankpage_A.pdf

08-06-2024 06:30:32,Error From ExportPdf  System.IO.IOException: The process cannot access the file 'C:\imaging\blankpage_A.pdf' because it is being used by another process.
   at Microsoft.VisualBasic.FileSystem.Kill(String PathName)
   at ezofis.UserControl.ECMRightPane.ExportToEngine(String filenames) in D:\New folder (4)\ECM Capture\ezofis.LeftPane\ECMRightPane.xaml.vb:line 1917,C:\imaging\blankpage_A.pdf

08-06-2024 06:30:33,Record Saved Successfully in eZFileupload table ,C:\imaging\dssds.pdf

08-06-2024 06:30:33,item id : 1,C:\imaging\dssds.pdf

08-06-2024 06:30:33,Error From ExportPdf  System.IO.IOException: The process cannot access the file 'C:\imaging\dssds.pdf' because it is being used by another process.
   at Microsoft.VisualBasic.FileSystem.Kill(String PathName)
   at ezofis.UserControl.ECMRightPane.ExportToEngine(String filenames) in D:\New folder (4)\ECM Capture\ezofis.LeftPane\ECMRightPane.xaml.vb:line 1917,C:\imaging\dssds.pdf

08-06-2024 06:30:35,Record Saved Successfully in eZFileupload table ,C:\imaging\manualfile.pdf

08-06-2024 06:30:35,item id : 1,C:\imaging\manualfile.pdf

08-06-2024 06:30:36,Check Mandatory Fields : ,C:\imaging\sample (1).pdf

08-06-2024 06:30:37,Check Mandatory Fields : ,C:\imaging\sample (2) - Copy.pdf

08-06-2024 06:30:38,Check Mandatory Fields : ,C:\imaging\singlepage1.pdf

08-06-2024 06:30:38,Exporting Files Completed.,

08-06-2024 06:30:38,Number of Files Exported : 1 Out Of 7,
