DateTime,Status,Filename

08-06-2024 04:36:49,Exporting Files Started  ,

08-06-2024 04:36:58,Check Mandatory Fields : ,C:\imaging\DCMS4 -2023-03-14 (2).tif

08-06-2024 04:37:10,Record Saved Successfully in eZFileupload table ,C:\imaging\sample (1).pdf

08-06-2024 04:37:10,item id : 1,C:\imaging\sample (1).pdf

08-06-2024 04:37:11,Error From ExportPdf  System.IO.IOException: The process cannot access the file 'C:\imaging\sample (1).pdf' because it is being used by another process.
   at Microsoft.VisualBasic.FileSystem.Kill(String PathName)
   at ezofis.UserControl.ECMRightPane.ExportToEngine(String filenames) in D:\New folder (4)\ECM Capture\ezofis.LeftPane\ECMRightPane.xaml.vb:line 1916,C:\imaging\sample (1).pdf

08-06-2024 04:37:33,Record Saved Successfully in eZFileupload table ,C:\imaging\singlepage1.pdf

08-06-2024 04:37:33,item id : 1,C:\imaging\singlepage1.pdf

08-06-2024 04:37:38,Exporting Files Completed.,

08-06-2024 04:37:38,Number of Files Exported : 1 Out Of 3,
