DateTime,Status,Filename

01-14-2020 12:29:29,Exporting Files Started  ,

01-14-2020 12:29:30,Check Mandatory Fields : ,C:\imaging\Asiri With Barcode BW - Copy (2).tif

01-14-2020 12:29:31,Record Saved Successfully in eZFileupload table ,C:\imaging\IMG_20191009_0004.pdf

01-14-2020 12:29:31,item id : 1,C:\imaging\IMG_20191009_0004.pdf

01-14-2020 12:29:31,Check Mandatory Fields : ,C:\imaging\IMG_20191016_0001.pdf

01-14-2020 12:29:32,Check Mandatory Fields : ,C:\imaging\IMG_20191016_0002.pdf

01-14-2020 12:29:32,Check Mandatory Fields : ,C:\imaging\IMG_20191030_0001.pdf

01-14-2020 12:29:33,Exporting Files Completed.,

01-14-2020 12:29:33,Number of Files Exported : 1 Out Of 5,
