DateTime,Status,Filename

10-25-2019 05:30:25,Exporting Files Started  ,

10-25-2019 05:30:30,Check Mandatory Fields : ,C:\imaging\10252019044759458-M0-S1.tif

10-25-2019 05:30:30,Check Mandatory Fields : ,C:\imaging\10252019044759458-M0-S2.tif

10-25-2019 05:30:39,Record Saved Successfully in eZFileupload table ,C:\imaging\10252019044759458-M0-S3.tif

10-25-2019 05:30:41,item id : 1,C:\imaging\10252019044759458-M0-S3.tif

10-25-2019 05:30:46,Error From ExportPdf  System.IO.IOException: The file 'E:\Working\Customers\Invita\Implementation\From Vinsi\Watch\9\251020190530PM.tif' already exists.
   at System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   at System.IO.File.InternalCopy(String sourceFileName, String destFileName, Boolean overwrite, Boolean checkHost)
   at System.IO.File.Copy(String sourceFileName, String destFileName)
   at ezofis.UserControl.ECMRightPane.ExportToEngine(String filenames) in E:\Working\Customers\Invita\Implementation\From Vinsi\ECM Capture\ezofis.LeftPane\ECMRightPane.xaml.vb:line 1314,C:\imaging\10252019044759458-M0-S4.tif

10-25-2019 05:30:46,Exporting Files Completed.,

10-25-2019 05:30:46,Number of Files Exported : 0 Out Of 4,
