DateTime,Status,Filename

10-29-2019 05:31:14,Exporting Files Started  ,

10-29-2019 05:31:20,Record Saved Successfully in eZFileupload table ,C:\imaging\10292019034659210-M0-S2.tif

10-29-2019 05:31:20,item id : 1,C:\imaging\10292019034659210-M0-S2.tif

10-29-2019 05:31:22,Check Mandatory Fields : ,C:\imaging\10292019034659210-M0-S4.tif

10-29-2019 05:31:22,Check Mandatory Fields : ,C:\imaging\10292019034659210-M0-S5.tif

10-29-2019 05:31:22,Exporting Files Completed.,

10-29-2019 05:31:22,Number of Files Exported : 1 Out Of 3,
