DateTime,Status,Filename

09-16-2021 06:42:30,Exporting Files Started  ,

09-16-2021 06:42:32,Record Saved Successfully in eZFileupload table ,C:\imaging\15092021101208243(10).tif

09-16-2021 06:42:32,item id : 1,C:\imaging\15092021101208243(10).tif

09-16-2021 06:42:32,Check Mandatory Fields : ,C:\imaging\15092021101209956(12).tif

09-16-2021 06:42:32,Check Mandatory Fields : ,C:\imaging\2021-09-14 (2).tif

09-16-2021 06:42:32,Check Mandatory Fields : ,C:\imaging\2021-09-14 (3).tif

09-16-2021 06:42:32,Exporting Files Completed.,

09-16-2021 06:42:32,Number of Files Exported : 1 Out Of 4,
