DateTime,Status,Filename

10-29-2019 05:36:12,Exporting Files Started  ,

10-29-2019 05:36:13,Record Saved Successfully in eZFileupload table ,C:\imaging\10292019034659210-M0-S4.tif

10-29-2019 05:36:13,item id : 1,C:\imaging\10292019034659210-M0-S4.tif

10-29-2019 05:36:14,Record Saved Successfully in eZFileupload table ,C:\imaging\10292019034659210-M0-S5.tif

10-29-2019 05:36:14,item id : 1,C:\imaging\10292019034659210-M0-S5.tif

10-29-2019 05:36:15,Record Saved Successfully in eZFileupload table ,C:\imaging\29102019053115.tif

10-29-2019 05:36:15,item id : 1,C:\imaging\29102019053115.tif

10-29-2019 05:36:15,Exporting Files Completed.,

10-29-2019 05:36:15,Number of Files Exported : 3 Out Of 3,
