DateTime,Status,Filename

11-05-2019 06:43:41,Exporting Files Started  ,

11-05-2019 06:43:41,Record Saved Successfully in eZFileupload table ,C:\imaging\img_20191030_0006#02.tif

11-05-2019 06:43:41,item id : 1,C:\imaging\img_20191030_0006#02.tif

11-05-2019 06:43:41,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#03.tif

11-05-2019 06:43:41,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#04.tif

11-05-2019 06:43:41,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#05.tif

11-05-2019 06:43:41,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#06.tif

11-05-2019 06:43:41,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#07.tif

11-05-2019 06:43:41,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#08.tif

11-05-2019 06:43:42,Check Mandatory Fields : ,C:\imaging\img_20191030_0006#09.tif

11-05-2019 06:43:42,Exporting Files Completed.,

11-05-2019 06:43:42,Number of Files Exported : 1 Out Of 8,
