DateTime,Status,Filename

09-18-2021 05:27:40,Exporting Files Started  ,

09-18-2021 05:27:40,Check Mandatory Fields : ,C:\imaging\ARASU-PC09182021040000591-M0-S1.tif

09-18-2021 05:27:40,Check Mandatory Fields : ,C:\imaging\ARASU-PC09182021040000591-M0-S2.tif

09-18-2021 05:27:40,Check Mandatory Fields : ,C:\imaging\ARASU-PC09182021040000591-M0-S4.tif

09-18-2021 05:28:07,Record Saved Successfully in eZFileupload table ,C:\imaging\DCMS1109182021040000591-M0-S3.tif

09-18-2021 05:28:07,item id : 1,C:\imaging\DCMS1109182021040000591-M0-S3.tif

09-18-2021 05:28:07,Exporting Files Completed.,

09-18-2021 05:28:07,Number of Files Exported : 1 Out Of 4,
