DateTime,Status,Filename

08-07-2024 11:51:19,Exporting Files Started  ,

08-07-2024 11:51:20,Record Saved Successfully in eZFileupload table ,C:\imaging\07082024094946083.pdf

08-07-2024 11:51:20,item id : 1,C:\imaging\07082024094946083.pdf

08-07-2024 11:51:21,Check Mandatory Fields : ,C:\imaging\07082024095146456.pdf

08-07-2024 11:51:22,Check Mandatory Fields : ,C:\imaging\07082024100306025.pdf

08-07-2024 11:51:22,Exporting Files Completed.,

08-07-2024 11:51:22,Number of Files Exported : 1 Out Of 3,
