DateTime,Status,Filename

11-09-2020 03:53:41,Exporting Files Started  ,

11-09-2020 03:53:41,Record Saved Successfully in eZFileupload table ,C:\imaging\08112020093339080 - Copy.tif

11-09-2020 03:53:42,item id : 1,C:\imaging\08112020093339080 - Copy.tif

11-09-2020 03:53:42,Record Saved Successfully in eZFileupload table ,C:\imaging\08112020093339080.tif

11-09-2020 03:53:42,item id : 1,C:\imaging\08112020093339080.tif

11-09-2020 03:53:42,Exporting Files Completed.,

11-09-2020 03:53:42,Number of Files Exported : 2 Out Of 2,
