DateTime,Status,Filename

01-13-2020 04:53:33,Exporting Files Started  ,

01-13-2020 04:53:34,Check Mandatory Fields : ,C:\imaging\Asiri With Barcode BW - Copy (2).tif

01-13-2020 04:53:43,File Exported Successfully  ,C:\imaging\IMG_20191009_0003.pdf

01-13-2020 04:53:56,Check Mandatory Fields : ,C:\imaging\IMG_20191009_0004.pdf

01-13-2020 04:53:58,Check Mandatory Fields : ,C:\imaging\IMG_20191010_0001.pdf

01-13-2020 04:54:01,Check Mandatory Fields : ,C:\imaging\IMG_20191016_0001.pdf

01-13-2020 04:54:02,Check Mandatory Fields : ,C:\imaging\IMG_20191016_0002.pdf

01-13-2020 04:54:02,Check Mandatory Fields : ,C:\imaging\IMG_20191030_0001.pdf

01-13-2020 04:54:02,Exporting Files Completed.,

01-13-2020 04:54:02,Number of Files Exported : 1 Out Of 7,
